origin_date,target,target_end_date,horizon,location,output_type,output_type_id,value
2026-02-25,ILI incidence,2026-02-22,1,HU,quantile,0.55,654.2316453615475
2026-02-25,ILI incidence,2026-03-01,2,HU,quantile,0.55,576.1519037949031
2026-02-25,ILI incidence,2026-03-08,3,HU,quantile,0.55,482.2649154738204
2026-02-25,ILI incidence,2026-03-15,4,HU,quantile,0.55,385.69857145789587
2026-02-25,ILI incidence,2026-02-22,1,HU,quantile,0.6,657.5164284691836
2026-02-25,ILI incidence,2026-03-01,2,HU,quantile,0.6,579.3824621329165
2026-02-25,ILI incidence,2026-03-08,3,HU,quantile,0.6,485.3507576874639
2026-02-25,ILI incidence,2026-03-15,4,HU,quantile,0.6,390.1518667886095
2026-02-25,ILI incidence,2026-02-22,1,HU,quantile,0.65,660.3935372559188
2026-02-25,ILI incidence,2026-03-01,2,HU,quantile,0.65,582.0892433311798
2026-02-25,ILI incidence,2026-03-08,3,HU,quantile,0.65,488.90644677861195
2026-02-25,ILI incidence,2026-03-15,4,HU,quantile,0.65,394.5905135180379
2026-02-25,ILI incidence,2026-02-22,1,HU,quantile,0.7,664.750266446334
2026-02-25,ILI incidence,2026-03-01,2,HU,quantile,0.7,584.9093607848474
2026-02-25,ILI incidence,2026-03-08,3,HU,quantile,0.7,492.6407810610377
2026-02-25,ILI incidence,2026-03-15,4,HU,quantile,0.7,400.4273991930081
2026-02-25,ILI incidence,2026-02-22,1,HU,quantile,0.75,668.1752382749889
2026-02-25,ILI incidence,2026-03-01,2,HU,quantile,0.75,588.6609088868208
2026-02-25,ILI incidence,2026-03-08,3,HU,quantile,0.75,496.8983507960452
2026-02-25,ILI incidence,2026-03-15,4,HU,quantile,0.75,405.3293291814687
2026-02-25,ILI incidence,2026-02-22,1,HU,quantile,0.8,672.0092561535482
2026-02-25,ILI incidence,2026-03-01,2,HU,quantile,0.8,592.3539116812781
2026-02-25,ILI incidence,2026-03-08,3,HU,quantile,0.8,501.96534969994104
2026-02-25,ILI incidence,2026-03-15,4,HU,quantile,0.8,410.9506289231397
2026-02-25,ILI incidence,2026-02-22,1,HU,quantile,0.85,676.7574091988257
2026-02-25,ILI incidence,2026-03-01,2,HU,quantile,0.85,596.4971562452164
2026-02-25,ILI incidence,2026-03-08,3,HU,quantile,0.85,506.6936977286998
2026-02-25,ILI incidence,2026-03-15,4,HU,quantile,0.85,416.70612506535423
2026-02-25,ILI incidence,2026-02-22,1,HU,quantile,0.9,682.436799246647
2026-02-25,ILI incidence,2026-03-01,2,HU,quantile,0.9,601.2425262854878
2026-02-25,ILI incidence,2026-03-08,3,HU,quantile,0.9,511.4249419790972
2026-02-25,ILI incidence,2026-03-15,4,HU,quantile,0.9,423.2136705308552
2026-02-25,ILI incidence,2026-02-22,1,HU,quantile,0.95,689.7130531789268
2026-02-25,ILI incidence,2026-03-01,2,HU,quantile,0.95,606.7646347282694
2026-02-25,ILI incidence,2026-03-08,3,HU,quantile,0.95,519.1328729562192
2026-02-25,ILI incidence,2026-03-15,4,HU,quantile,0.95,431.529435930625
2026-02-25,ILI incidence,2026-02-22,1,HU,quantile,0.975,693.5518568824168
2026-02-25,ILI incidence,2026-03-01,2,HU,quantile,0.975,610.4634232904081
2026-02-25,ILI incidence,2026-03-08,3,HU,quantile,0.975,525.6768636482313
2026-02-25,ILI incidence,2026-03-15,4,HU,quantile,0.975,439.5152787927262
2026-02-25,ILI incidence,2026-02-22,1,HU,quantile,0.99,697.4064713680519
2026-02-25,ILI incidence,2026-03-01,2,HU,quantile,0.99,614.1983883666579
2026-02-25,ILI incidence,2026-03-08,3,HU,quantile,0.99,530.4411001311571
2026-02-25,ILI incidence,2026-03-15,4,HU,quantile,0.99,444.9425287920019
2026-02-25,ILI incidence,2026-02-22,1,HU,median,,651.1939663418848
2026-02-25,ILI incidence,2026-03-01,2,HU,median,,572.0465400147784
2026-02-25,ILI incidence,2026-03-08,3,HU,median,,478.38076148189293
